J ni nechichi¶ oal	Jn·inechichioal
tenma¶ xaltic	tenmaxaltic
contla¶ liticac	contlaliticac
conma¶ qujticac	conmaqujticac
ma¶ lli	malli
tecujtlana¶ coche	tecujtlanacoche
ichi¶ mal	ichimal
chi¶ caoaztli	chicaoaztli
y ieoaio	yieoaio
y¶ nj toca	yn·jtoca
quj¶ maviztiliaia	qujmaviztiliaia
amati¶ ca	amatica
y njntopil	yn·jntopil
y motlatopil	ymotlatopil
yn¶ inenemja	yni·nenemja
y nj motlatocaia	ynj·motlatocaia
in ca¶ pa	incapa
qujtilque¶ tza	qujtilquetza
quj¶ copaltemjlia	qujcopaltemjlia
y nj nteouh	yn·jnteouh
y ia catecutli	yiacatecutli
qujmatataquj¶ lia	qujmatataqujlia
y teicneliliz	yteicneliliz
aciti¶ nemj	acitinemj
y nitoca	yn·itoca
cala¶ qujnj	calaqujnj
tle¶ in	tlein
ana¶ oatl	anaoatl
tonalciiauh¶ tinemj	tonalciiauhtinemj
mo¶ ciauhpouhtinemj	mociauhpouhtinemj
mociauhpo¶ uhtiuj	mociauhpouhtiuj
mociauh¶ quetztiuj	mociauhquetztiuj
ymjx¶ qua	ymjxqua
qujma¶ cujtiuj	qujmacujtiuj
atla¶ uhtli	atlauhtli
quj¶ tlecauja	qujtlecauja
in mo¶ liepi	inmoliepi
mo¶ quequetza	moquequetza
quj ci iavj	qujciiavj
qujhi¶ iouja	qujhiiouja
chalchi¶ ujtl	chalchiujtl
y na poconalli	yn·apoconalli
xi¶ uhtototl	xiuhtototl
qua¶ uhtli	quauhtli
tequan eoatl	tequaneoatl
ocelu¶ petlatl	ocelupetlatl
yiaca¶ tecutli	yiacatecutli
ixqujch caana	ixqujchca·ana
a¶ quaujtl	aquaujtl
y natzaccaiutl	yn·atzaccaiutl
intla¶ nel	intlanel
intz acuj	in·tzacuj
tza¶ cutica	tzacutica
on nemj	onnemj
cala¶ quj	calaquj
nechichi¶ oaliztica	nechichioaliztica
tlatol¶ tica	tlatoltica
cha¶ neque	chaneque
otlanecomal¶ tique	otlanecomaltique
qujn¶ poiomjctia	qujnpoiomjctia
qujn chillatilia	qujnchillatilia
a¶ ca	aca
y nocne	yn·oc·ne
te¶ matitlanpa	tematitlanpa
quj¶ oal nonotzaia	qujoalnonotzaia
y¶ apoconaltenteuh	yapoconaltenteuh
qujmavizio¶ tia	qujmaviziotia
y nj¶ quac	yn·jquac
y nj miloch	yn·jmiloch
yn necuepal	ynnecuepal
y no tlal¶ techacico	yn·otlaltechacico
puch¶ teca	puchteca
mote¶ ittitiaia	moteittitiaia
quj maviztiliaia	qujmaviztiliaia
y nitopil	yn·itopil
y nj¶ tlaccaia	yn·jtlaccaia
cal¶ pulco	calpulco
qujtla¶ manjlia	qujtlamanjlia
y nj tlaquaia	yn·jtlaquaia
te¶ altiz	tealtiz
y nj teouh	yn·jteouh
qujn moteutiaia	qujnmoteutiaia
ac¶ xomucujl	acxomucujl
cochi¶ metl	cochimetl
ia ca pitzaoac	iacapitzaoac
quj io¶ cuja	qujiocuja
y iollo tlama	yiollotlama
caaltiz	ca·altiz
con¶ covaia	concovaia
azcapu¶ tzalco	azcaputzalco
motlapapa¶ tilia	motlapapatilia
qujn cuecuepa	qujncuecuepa
quj mjhitta	qujmjhitta
y na çan	yn·açan
y na çan¶	yn·açan
tlaca¶ melaoaque	tlacamelaoaque
intlaciuhca	intlaciuh·ca
qujn¶ mietizque	qujnmietizque
y ni pan	yn·ipan
panquetzaliz¶ tli	panquetzaliztli
vi¶ tzilubuchtli	vitzilubuchtli
qujnchichi¶ oaia	qujnchichioaia
qujn tlamamaca	qujntlamamaca
y nj uh quj	yn·juhquj
y ne chichi¶ oal	ynechichioal
y ia ca tecutli	yiacatecutli
y na¶ iamo	yn·aiamo
qujn¶ teittitiaia	qujnteittitiaia
quj mjx nextia	qujmjxnextia
quj temachitia	qujtemachitia
y nj tlaaltilhoan	yn·jtlaaltilhoan
tlacotilma¶ tli	tlacotilmatli
y njn tech	yn·jntech
ti¶ anquizco	tianquizco
tlatlah¶ tlamj	tlatlahtlamj
y njn cuje	yn·jncuje
mo mi¶ quiz quequeloa	momiquizquequeloa
cujca matinj	cujcamatinj
ioliz matquj	iolizmatquj
y njxe	yn·jxe
quj qujxtiaia	qujqujxtiaia
tla¶ machiuhquj	tlamachiuhquj
in tla	intla
vellaqual¶ chioa	vellaqualchioa
yia¶ uh	yiauh
in tlaqual	intlaqual
qujx¶ tiloia	qujxtiloia
qujn motlacacioaoatiaia	qujnmotlacacioaoatiaia
motlatla tla¶ li	motlatlatlali
y temjlo	ytemjlo
teucuj¶ tlanacoche	teucujtlanacoche
y nj tilma	yn·jtilma
oio oale	oiooale
tecca¶ que	teccaque
y nj chi¶ mal	yn·jchimal
y tlaccaia	ytlaccaia
otla¶ topile	otlatopile
tla¶ loque	tlaloque
y mjxcoian	ymjxcoian
in cat¶ jan	incatjan
tol cuechi¶ uhque	tolcuechiuhque
y tech¶	ytech
y nic palchioa¶ liztli	yn·icpalchioaliztli
coco caoaia	cococaoaia
quj qujx¶ tia	qujqujxtia
te altia	tealtia
te pan	tepan
tol¶ patlactli	tolpatlactli
y nj quac¶	yn·jquac
ilh ujuh qujcaia	ilhujuhqujcaia
te¶ papaca	tepapaca
qujtze¶ tzeloa	qujtzetzeloa
aoa¶ chtli	aoachtli
tlaih tlanjliloia	tlaihtlanjliloia
qujxe¶ oaia	qujxeoaia
y¶ mac	ymac
ie¶ tinemj	ietinemj
teatzel¶ hvia	teatzelhvia
il¶ hujuh	ilhujuh
nen majan	nenmajan
oc¶ noce	oc·no·ce
qujchi¶ chioaia	qujchichioaia
pe¶ tlachiuhquj	petlachiuhquj
y chan¶	ychan
tea¶ tzelhujtiuh	teatzelhujtiuh
iuh¶ qujn	iuhqujn
qujmic neliz	qujmicneliz
iuh qujn¶	iuhqujn
y vic	yvic
mocujtlaxculix tlaoaia	mocujtlaxculixtlaoaia
y na caca	yn·acaca
y¶ axca	yaxca
njc¶ nenqua	njcnenqua
njc nenepo¶ lo	njcnenepolo
njc nixcauj	njcnixcauj
on qualo	onqualo
on po poliuj	onpopoliuj
on¶ mjtoti	onmjtoti
tecu¶ tli	tecutli
maca quen	ma·caquen
nj nonemjtiz	njnonemjtiz
y na ciuhquj	yn·ac·iuhquj
quj mati	qujmati
aciuh¶ quj	ac·iuhquj
nech moma qujliz	nechmomaqujliz
quj¶ momacaviliz	qujmomacaviliz
y nixiptla	yn·ixiptla
muchioa¶ ia	muchioaia
y nichan	yn·ichan
muchi tlacatl	muchitlacatl
y¶ nj oaniolque	yn·joaniolque
acocitla	acoc·itla
y nj calpulco¶	yn·jcalpulco
pe¶ tlateteca	petlateteca
tlatzetze¶ loa	tlatzetzeloa
tle¶ tlalia	tletlalia
tla¶ tetzcaliuhtoc	tlatetzcaliuhtoc
tlatetzcaliuhti¶ manj	tlatetzcaliuhtimanj
ic palteteca	icpalteteca
mix¶ tlilhuj	mixtlilhuj
mjch chiaujticac	mjchchiaujticac
ama¶ cale	amacale
y ia ma cuexpal	yiamacuexpal
amamax¶ tle	amamaxtle
atlacue¶ conanchimale	atlacueconanchimale
tepicto¶ ton	tepictoton
y njnoan	yn·jnoan
y noan	ynoan
y ntlaloque	yn·tlaloque
te¶ picto	tepicto
quj mon pi qujia	qujmonpiqujia
quj¶ mixiptlaiotiaia	qujmixiptlaiotiaia
y naqujn¶	yn·aqujn
quaqua¶ uhtia	quaquauhtia
y na¶ qujn	yn·aqujn
mo¶ netoltiaia	monetoltiaia
inchal¶ chivitl	in·chalchivitl
intlaloc	in·tlaloc
popucate¶ petl	popucatepetl
quj pi quiz	qujpiquiz
quj mi¶ xiptlatiaia	qujmixiptlatiaia
te te pe	tetepe
tzoa¶ lli	tzoalli
qujntla¶ catlachieltiaia	qujntlacatlachieltiaia
tlacatlachixti¶ catca	tlacatlachixticatca
aiecu¶ tli	aiecutli
y ntlatquj	yntlatquj
qujn piqujia	qujnpiqujia
qujn chichi¶ oaia	qujnchichioaia
qujn que quenti¶ aia	qujnquequentiaia
ce quj	cequj
amatete¶ vitl	amatetevitl
tlaolchacha¶ patzalli	tlaolchachapatzalli
quj pipiloa¶ ia	qujpipiloaia
quj nene tech¶ ilpiaia	qujnenetechilpiaia
quj nene tech caloaia	qujnenetechcaloaia
y mjx pan	ymjxpan
itzacuto¶ que	itzacutoque
te¶ teujtl	teteujtl
te picme	tepicme
y nitech	yn·itech
te¶ tzotzonticac	tetzotzonticac
necoc campa	necoccampa
tlaix¶ tla pantli	tlaixtlapantli
ymix¶ pan	ymixpan
chalchiuhxi¶ calli	chalchiuhxicalli
y¶ njn tequiuh	yn·jntequiuh
qujn chichioaia	qujnchichioaia
machice que	machiceque
qujn¶ tlaliaia	qujntlaliaia
qujn tlalhujaia	qujntlalhujaia
qujn mol caoaltiaia	qujnmolcaoaltiaia
y no ie	yn·o·ie
cauh que¶	cauhque
qujnto ca¶ viia	qujntocaviia
qujn cujcatia	qujncujcatia
qujn tlamanjlia	qujntlamanjlia
ta¶ malololli	tamalololli
qujn macaia	qujnmacaia
quj¶ manaia	qujmanaia
y mjxpa	ymjxpa
tlama¶ cazque	tlamacazque
qujn tlamacaia	qujntlamacaia
qujn maqui¶ qujxiliaia	qujnmaquiqujxiliaia
qujn¶ pichiliaia	qujnpichiliaia
haa¶ vienj	haavienj
tececemel¶ tianj	tececemeltianj
notla macoia	no·tlamacoia
qujn mictia¶	qujnmictia
y ntepicme	yn·tepicme
qujn quechcotona	qujnquechcotona
qujn¶ quecheuj	qujnquecheuj
qujn quechilacatzoa	qujnquechilacatzoa
ca¶ tepan	catepan
qujn cemololoa	qujncemololoa
y notlatvic	yn·otlatvic
y nitlacoanotzalhoan	yn·itlacoanotzalhoan
ynj¶ cooaoan	yn·jcooaoan
mopixto¶ que	mopixtoque
motlaoanca¶ tlalia	motlaoancatlalia
chicaoa¶ que	chicaoaque
y nj lamat¶ que	yn·jlamatque
in nemac	innemac
viuj¶ loa	viujloa
y naca	yn·aca
mocho quj litiuh	mochoqujlitiuh
y naca¶	yn·aca
mo¶ mamantiuh	momamantiuh
tetzatzi¶ litiuh	tetzatzilitiuh
on nen¶ ca	onnenca
y nitequjuh	yn·itequjuh
y njchiujl	yn·jchiujl
tla¶ ca quj tiloia	tlacaqujtiloia
mocaoa¶ ia	mocaoaia
quj necaujliaia	qujnecaujliaia
mo piaia	mopiaia
co¶ chia	cochia
in manel	inmanel
tlach taca¶	tlachtaca
ocon¶ palo	oconpalo
y nite	yn·ite
inaca¶	in·aca
quj cue¶ cuetza	qujcuecuetza
qui cue cuetza	quicuecuetza
iexi¶ cuecuechca	iexicuecuechca
ten¶ papatlaca	tenpapatlaca
ten viviioca	tenviviioca
ma¶ copichauj	macopichauj
apeoa¶ lo	apeoalo
y napeoa	yn·apeoa
yni¶ oaniolque	yn·ioaniolque
incen¶ tlaca	in·centlaca
icujtlax¶ colloc	icujtlaxcolloc
intla chioal vctli	in·tlachioalvctli
y nte¶ piqujnj	yn·tepiqujnj
coaci¶ vi	coacivi
te¶ piquj	tepiquj
quj¶ neltilia	qujneltilia
yn netol	ynnetol
y njn ne chichioal	yn·jnnechichioal
y njn¶ tlaquen	yn·jntlaquen
y njmama neapan	yn·jmamaneapan
y nj moztopil	yn·jmoztopil
y njntlapetla¶ njlquauh	yn·jntlapetlanjlquauh
y nj maiauhcocul	yn·jmaiauhcocul
y njn chalchiuhxical	yn·jnchalchiuhxical
coqujtecon¶ totonti	coqujtecontotonti
concaoa¶ ia	concaoaia
contepe¶ oaia	contepeoaia
ytoca¶ iocan	ytocaiocan
tlatla¶ culli	tlatlaculli
catete¶ pexiuja	ca·tetepexiuja
tetza¶ vittonj	tetzavittonj
a¶ mo	amo
chico ittolonj	chicoittolonj
yn¶ oan	ynoan
centzo¶ totochti	centzototochti
in nacaio	innacaio
y ni Jauh tecatl	yn·iJauhtecatl
tlil¶ hoa	tlilhoa
Jzquj tecatl	Jzqujtecatl
Tlalte¶ caiooa	Tlaltecaiooa
tepuz¶ tecatl	tepuztecatl
Col¶ hoatzincatl	Colhoatzincatl
ipeuh çan	ipeuhçan
A¶ cuecucexatl	Acuecucexatl
in ma	inma
coio aca	coioaca
uj tzilupuchco	ujtzilupuchco
nauh xiujtl	nauhxiujtl
qujtz¶ tia	qujtztia
mj qui	mjqui
inj coac	in·jcoac
auj tzutl	aujtzutl
oalla¶ que	oallaque
o apachiuh	oapachiuh
qua¶ loc	qualoc
intlaioatimanca	in·tlaioatimanca
tziuh¶ coaca	tziuhcoaca
chia¶ pan	chiapan
izo atlan	izoatlan
xoco¶ nochco	xoconochco
coioa¶ can	coioacan
teno¶ chtitlan	tenochtitlan
M otecucuma	Motecucuma
tla¶ tocat	tlatocat
caxtol xiuitl¶	caxtolxiuitl
te¶ pan	tepan
oqujtla¶ lica	oqujtlalica
inixillan	in·ixillan
y nivitl	yn·ivitl
acoq'¶ chivili	ac·oq'chivili
injnnan	in·jnnan
ino qujttaque	in·oqujttaque
aqujnocotzti	aqujn·ocotzti
techavilq`x¶ tia	techavilq`xtia
injn vel¶ tiuh	in·jnveltiuh
qui mjlvi	quimjlvi
no¶ qujchtioan	noqujchtioan
initicca	in·itic·ca
aco quj chivili	ac·oqujchivili
qujio¶ llaliaia	qujiollaliaia
quilhuj¶ aia	quilhujaia
njc¶ mati	njcmati
mo¶ iollali	moiollali
iuh qui¶ njuhcantlama	iuhquin·juhcantlama
ino qujma	in·oqujma
mote quj pacho	motequjpacho
injtic	in·jtic
inj coneuh	in·jconeuh
macaximomauhti	maca·ximomauhti
ino qujcac	in·oqujcac
initlatol	in·itlatol
motlali y njiollo	motlali·yn·jiollo
iene	ie·ne
incentzonvitznaoa	in·centzonvitznaoa
ino quj cetla¶ lique	in·oqujcetlalique
ino quj cemjtoq¶ ica	in·oqujcemjtoq·ica
quj mictizque	qujmictizque
injn nan	in·jnnan
caotlapinauhti	ca·otlapinauhti
cacenca	ca·cenca
muchi¶ caoaia	muchicaoaia
iuh quj	iuhquj
y njiollo	yn·jiollo
Coiolxauh¶ quj	Coiolxauhquj
qujn ioleoaia	qujnioleoaia
qujniol¶ lo cocoltiaia	qujniollococoltiaia
inj oqujchtioa	in·joqujchtioa
inma¶ cuele	in·macuele
ince¶ tzonvitznaoa	in·cetzonvitznaoa
moce¶ caoa	mocecaoa
inie¶ hoantin	in·iehoantin
tla¶ quauicujaia	tlaquauicujaia
injntzon	in·jntzon
injnquatzon	in·jnquatzon
qujtla¶ litinenca	qujtlalitinenca
qujto¶ oaia	qujtooaia
vitzilobuch¶ tli	vitzilobuchtli
notlatzi¶ ne	notlatzine
njc mati	njcmati
tleticmomachitia	tle·ticmomachitia
ieque¶ ne	iequene
inocentetix¶ injntlatol	in·ocentetix·in·jntlatol
motlamama¶ caque	motlamamacaque
inj ma¶ matlatquj	in·jmamatlatquj
injn miuh	in·jnmiuh
Coiolxauh quj	Coiolxauhquj
qujil¶ pique	qujilpique
momama¶ tivi	momamativi
tetec pantivi	tetecpantivi
tlatla¶ mantitivi	tlatlamantitivi
amat itech	amatitech
qui¶ oalilhuj	quioalilhuj
ievitze	ie·vitze
caie¶ coa xalpan	ca·ie·coaxalpan
vi¶ tze	vitze
caietlatlacapan	ca·ie·tlatlacapan
inqujnonotz az	in·qujnonotzaz
quilhujca	quilhuj·ca
Qua¶ vitl	Quavitl
caietlatlacapan	ca·ie·tlatlacapan
caie	ca·ie
tlaxontlachie	tla·xontlachie
njmanic	njman·ic
noceppa	no·ceppa
on¶ can	oncan
cuj cacali	cujcacali
tlael napaloa	tlaelnapaloa
cioa¶ coatl	cioacoatl
mo¶ chitlacatl	mochi·tlacatl
No nopilhoantzitzi¶	Nonopilhoantzitzi
yit oalco	yitoalco
quj te¶ manque	qujtemanque
nauil huitl	nauilhuitl
mo¶ tocac	motocac
mozca¶ li	mozcali
mo¶ tlapo	motlapo
nj man¶	njman
quj nonotzato	qujnonotzato
mo¶ tecucuma	motecucuma
quj¶ pouili	qujpouili
nj mj tzilhujco	njmjtzilhujco
onj¶ nozcali	onjnozcali
quil¶ huj	quilhuj
canievitze	can·ie·vitze
njmanjc	njman·jc
i¶ cac	icac
Vi¶ tzilobuchtli	Vitzilobuchtli
njmanitlatquj	njman·itlatquj
inichi¶ mal	in·ichimal
tlatla¶ an	tlatlaan
ynico necujtl	yn·iconecujtl
mj toaia	mjtoaia
moquapo¶ tonj	moquapotonj
inanacaz¶ tlan	inanacaztlan
ipil nechioal	ipilnechioal
ic xitlan	icxitlan
y¶ iopoch copa	yiopochcopa
injxocpal	in·jxocpal
v¶ mexti	vmexti
injc xi	in·jcxi
injacol	in·jacol
Tochancal quj	Tochancalquj
con¶ tlati	contlati
xjuh coatl	xjuhcoatl
Coiol xauhquj	Coiolxauhquj
initzontecon¶ vmpa	in·itzontecon·vmpa
ommo cauh	ommocauh
injtenpa	in·jtenpa
coa¶ tepetl	coatepetl
injma	in·jma
injcxi	in·icxi
initlac	in·itlac
qujn oaltemovia	qujnoaltemovia
ieoaleoa	ie·oaleoa
intla naquj	intlan·aquj
q'n¶ o altepeoa	q'noaltepeoa
inoqujma¶ xitico	in·oqujmaxitico
intlalchi	in·tlalchi
qujniaiaoa¶ lochti	qujniaiaoalochti
q'n¶ tlatlaiaoalochti	q'ntlatlaiaoalochti
iaiaoa¶ lochti	iaiaoalochti
quio aloiuhtivia	quioaloiuhtivia
ocnequi¶ oaloioviaia	ocnequioaloioviaia
oalmo chimal vitectiuia	oalmochimalvitectiuia
aoctlevel	aoc·tle·vel
aocmovel quitzacuilique	aocmo·vel·quitzacuilique
qujnce¶ meviti	qujncemeviti
qujn centepotz¶ ti	qujncentepotzti
qujn popolo	qujnpopolo
qujn iaiaoa¶ lochti	qujniaiaoalochti
alte¶ petl	altepetl
Caieix¶ qujch	Ca·ie·ixqujch
catehoatl	ca·tehoatl
mocatzonquj¶ ca	moca·tzonqujca	
C cuj tlaoa	Ccujtlaoa
tlato cat¶	tlatocat
o¶ iuh	oiuh
nauh¶ xiujtl	nauhxiujtl
ie¶ hoantin	iehoantin
quj peuhque	qujpeuhque
qujiao alotoc	qujiaoalotoc
ini pilhoan	in·ipilhoan
fra¶ cisco	fracisco
tlateoto¶ quiliztli	tlateotoquiliztli
tlanelto qujliztli	tlaneltoqujliztli
es¶ pañoles	españoles
exiujtliepan	exiujtl·iepan
iau quj cato	iauqujcato
mj qujto	mjqujto
ma¶ tlactli	matlactli
teuetz qujti	teuetzqujti
cas¶ tolli	castolli
otlato¶ catque	otlatocatque
poli¶ uj	poliuj
oqujn¶ cuepilique	oqujncuepilique
inix qujch¶ ica	in·ixqujchica
itech¶ pa	itechpa
Qua¶ quappitzaoac	Quaquappitzaoac
iepoalxi¶ ujtl	iepoalxiujtl
tena¶ io çan	tenaioçan
io an¶	ioan
tlato¶ cat	tlatocat
omo¶ teneuhque	omoteneuhque
cempoal xiujtl	cempoalxiujtl
aculhoa¶ catl	aculhoacatl
injxqujch¶	in·jxqujch
in¶ ic	inic
mo cocolique	mococolique
injtex	in·jtex
axaia¶ ca	axaiaca
quj¶ iauchiuh	qujiauchiuh
tlati¶ lulca	tlatilulca
moquiujx¶ tli	moquiujxtli
canjnoma	can·jnoma
chico¶ xiujtl	chicoxiujtl
tlato cati	tlatocati
tlama¶ ujcolli	tlamaujcolli
tla¶ mjz	tlamjz
quauhnoch¶ tlj	quauhnochtlj
ma cujlli	macujlli
intla¶ tilulco	in·tlatilulco
mu¶ chiuh	muchiuh
cocoliz¶ tli	cocoliztli
peoalo¶ que	peoaloque
nj çan¶	njçan
intlatilul¶ co	in·tlatilulco
vitznaoatlailo¶ tlac	vitznaoatlailotlac
quechpo caoaliztli	quechpocaoaliztli
matlacxi¶ ujtl	matlacxiujtl
iz¶ qui	izqui
Quj¶ peoalti	Qujpeoalti
tlato caiutl	tlatocaiutl
napo¶ alilhujtl	napoalilhujtl
atleipan¶	atle·ipan
techotla¶ latzin	techotlalatzin
matlac¶ xiujtl	matlacxiujtl
anotle	ano·tle
amotle	amo·tle
intla¶ tocat	in·tlatocat
macujl xiujtl¶	macujlxiujtl
neca¶ oalcoiotzin	necaoalcoiotzin
iepoal¶ xiujtl	iepoalxiujtl
matlac xiujtl	matlacxiujtl
imomextin	im·omextin
necaoalco¶ iotzin	necaoalcoiotzin
injc¶ palli	in·jcpalli
iehoa¶ tl	iehoatl
macujl xiujtl	macujlxiujtl
te¶ cocoltzin	tecocoltzin
mar¶ ques	marques
quj mpeuh	qujmpeuh
ixtlil xochitzin	ixtlilxochitzin
chi¶ cuexiujtl	chicuexiujtl
qujuj catiuja	qujujcatiuja
iehoa¶ tin	iehoatin
tla¶ uellalali	tlauellalali
co¶ anacuchtli	coanacuchtli
ioion¶ tzin	ioiontzin
te¶ tlaueuetz qujtitzin	tetlaueuetzqujtitzin
chico acexiujtl	chicoacexiujtl
hernan¶ do	hernando
ce¶ poal xiujtl	cepoalxiujtl
ix qujch	ixqujch
caxtolpoal xiujtl¶	caxtolpoalxiujtl
ix quich	ixquich
ca¶ uitl	cauitl
vexu¶ tla	vexutla
acul¶ oaque	aculoaque
acul¶ hoacan	aculhoacan
Iz cate	Izcate
ue¶ xutla	uexutla
caxtol xi¶ ujtl	caxtolxiujtl
te¶ cutli	tecutli
cempoal xiujtl¶	cempoalxiujtl
quatla¶ uice	quatlauice
tlatocatvmpoal¶ xiujtl	tlatocat·vmpoalxiujtl
vmpoal¶ xiujtl	vmpoalxiujtl
exi¶ ujtl	exiujtl
tequjt¶ que	tequjtque
acul¶ hoaque	aculhoaque
xi¶ lotzin	xilotzin
cempoal¶ xiujtl	cempoalxiujtl
i¶ tlacauhtzin	itlacauhtzin
caxtol¶ xiujtl	caxtolxiujtl
i¶ toca	itoca
vmpoal xiujtl	vmpoalxiujtl
tlatoa¶ nj	tlatoanj
quez quj tzon xiujtl	quezqujtzonxiujtl
injxquichica	in·jxquichica
mjie¶ qujntin	mjiequjntin
injn tlatollo	in·jntlatollo
oxixi¶ tin	oxixitin
opoliuh¶ que	opoliuhque
inj pan	in·jpan
caxtol poalxiujtl	caxtolpoalxiujtl
ma¶ tlacxiujtl	matlacxiujtl
tlal¶ maceoaco	tlalmaceoaco
o motecaco	omotecaco
chi chime¶ ca	chichimeca
aocmovel	aocmo·vel
qujn caoaia	qujncaoaia
inovel	in·ovel
maix quich	ma·ixquich
aocmovel¶ qujn caoaia	aocmo·vel·qujncaoaia
mo¶ tlapalo	motlapalo
qujn tocac	qujntocac
ian cuj çan	iancujçan
inteiacan cauh	inteiacancauh
tlato cauh¶	tlatocauh
inj xiuhtzin¶	in·jxiuhtzin
inj·xiuhtzin	in·jxiuhtzin
machi¶ otl	machiotl
oal¶ huj	oalhuj
nj¶ can	njcan
neica¶ ujloia	neicaujloia
tlatem machoia	tlatemmachoia
oalmo¶ quetzaia	oalmoquetzaia
tlaceujloz	tla·ceujloz
ca ate quiaia	caatequiaia
quj¶ ceujznequja	qujceujznequja
ilhuj ce	ilhujce
ito caio çan	itocaioçan
a¶ mono	amono
caca	ca·ca
ie¶ teetia	ieteetia
inj¶ quj caiampa	in·jqujcaiampa
iuh qujntlexuchtli	iuhqujn·tlexuchtli
pi¶ pixauhtiuh	pipixauhtiuh
inj cujtlapil	in·jcujtlapil
tlama¶ itlaujaia	tlamaitlaujaia
iuh qujnto cujlciotl	iuhqujn·tocujlciotl
quj ttilico	qujttilico
to¶ natiuh	tonatiuh
octlaca	oc·tlaca
iuh qujntezcatl¶	iuhqujn·tezcatl
teuj¶ lacachtic	teujlacachtic
iuh quj	iuhquj
vn¶ pa	vnpa
inmamal¶ hoaz	inmamalhoaz
anqui mati	anquimati
ono co njttac	onoconjttac
aca¶ me	acame
aoctle	aoc·tle
quj toque	qujtoque
espa¶ ñoles	españoles
inj x¶ qujch ica	in·jxqujchica
omma¶ tlactli	ommatlactli
quetzal¶ coatl	quetzalcoatl
quj mamacaque	qujmamacaque
motlali¶ que	motlalique
nj maniaque	njman·iaque
cho¶ lolan	chololan
qujn¶ mjctique	qujnmjctique
quj na mj qujto	qujnamjqujto
injtzalan	in·jtzalan
injztac	in·jztac
mote¶ nehoa	motenehoa
ooalmo cuep	ooalmocuep
mj¶ iequjntin	mjiequjntin
españo¶ les	españoles
caca¶ oatioac	cacaoatioac
Inj pan	In·jpan
omo¶ tlalique	omotlalique
qujn iau chiuhque	qujniauchiuhque
quj mj calque	qujmjcalque
occeppa¶	oc·ceppa
oalmocentla¶ lique	oalmocentlalique
inj pampa	in·jpampa
qujntla¶ neltoqujtique	qujntlaneltoqujtique
nechi¶ chioaia	nechichioaia
injzqujtlamantli	in·jzqujtlamantli
injn¶ techqujtlaliaia	in·jntech·qujtlaliaia
Chi¶ malli	Chimalli
xiuh tototica	xiuhtototica
quet¶ zalpapalotl	quetzalpapalotl
i¶ namjc	inamjc
teucuj¶ tlatl	teucujtlatl
teo cuj tlatica	teocujtlatica
teu¶ cuj tlapapalotl	teucujtlapapalotl
que¶ tzal xopilli	quetzalxopilli
inj eoaio	in·jeoaio
teu cujtla¶ quacalalatli	teucujtlaquacalalatli
iquetzal qua quauh	iquetzalquaquauh
teu¶ cujtla quacalalatli	teucujtlaquacalalatli
teu¶ cujtlatl	teucujtlatl
quetzal¶ panjtl	quetzalpanjtl
quetzalteco¶ maio	quetzaltecomaio
teu¶ cujtlapanjtl	teucujtlapanjtl
quetzal¶ tzontecomaio	quetzaltzontecomaio
Itz papalotl	Itzpapalotl
tlaco¶ tlanquj	tlacotlanquj
teucuj¶ tlaio	teucujtlaio
inj tlan	in·jtlan
inj izti	in·jizti
tlaco¶ iujtl	tlacoiujtl
iquetzal qua quauh	iquetzalquaquauh
Xochi¶ quetzalpapalotl	Xochiquetzalpapalotl
teu cujtlatl	teucujtlatl
inj¶ namjc	in·jnamjc
Iz¶ tac	Iztac
qua xolotl	quaxolotl
inj namjc	in·jnamjc
Caquan tzontli	Caquantzontli
que¶ tzallo	quetzallo
teucuj tlaio	teucujtlaio
teu cuj tlatl	teucujtlatl
Xoxouh¶ quj	Xoxouhquj
tlachiuh¶ tli	tlachiuhtli
tzitzi¶ mjtl	tzitzimjtl
iquetzal¶ temal	iquetzaltemal
quetzalti¶ ca	quetzaltica
ixquateucujtla¶ io	ixquateucujtlaio
imamalaca quetzal	imamalacaquetzal
teu cuj¶ tlaio	teucujtlaio
inj iaca¶ metz	in·jiacametz
que¶ tzaltecomaio	quetzaltecomaio
teucujtla copilli	teucujtlacopilli
quetzal¶ tonatiuh	quetzaltonatiuh
Xiloxochi patzactli	Xiloxochipatzactli
que¶ tzalli	quetzalli
injizoaio	in·jizoaio
inj tecpaio	in·jtecpaio
inj canaoacan	in·jcanaoacan
maman¶ tiuh	mamantiuh
tlacomal¶ tectli	tlacomaltectli
injn tlaqual	in·jntlaqual
motzonte¶ quj	motzontequj
qujntlatzontequj¶ liaia	qujntlatzontequjliaia
Ve¶ uej	Veuej
tla¶ olli	tlaolli
qujntlaxtla¶ ujli	qujntlaxtlaujli
Inon canjn	In·oncan·jn
amotleveca¶ oaia	amo·tle·vecaoaia
iciuh¶ ca	iciuhca
ca¶ qujtiloia	caqujtiloia
quj cnjuh¶ chioaia	qujcnjuhchioaia
atletlaxtlaujltica	atle·tlaxtlaujltica
qujx¶ pachoaia	qujxpachoaia
tia¶ caoan	tiacaoan
injn nenonotz aian	in·jnnenonotzaia·n
injnchan	in·jnchan
cuj canj¶ me	cujcanjme
inj¶ pampa	in·jpampa
noiuhquj	no·iuhquj
me¶ oaz	meoaz
injntla¶ tol	in·jntlatol
jnnechichi¶ oal	jnnechichioal
iniuhquj	in·iuhquj
